Texto, Usuario, Fecha_creacion
RT @AgustinRosety: ¿Quién lo podía prever?,@MCSV_Maricarmen,Fri Aug 21 21:28:40 +0000 2020
NOOOOOOO not #iamnotokaywiththis that was such a cliff hanger what?!,@nicolealevilla,Fri Aug 21 21:28:40 +0000 2020
@mederiosbabb @KSEE24 Who wants to bet they wont report confirmed COVID cases?,@Sunstar221,Fri Aug 21 21:28:40 +0000 2020
@NBAonTNT Gobert is probably the only person to come out stronger after getting COVID. He is looking like prime Dwight Howard out there.,@RonPerillo,Fri Aug 21 21:28:40 +0000 2020
RT @tripgabriel: “The first thing I did after Mom passed away [from Covid-19] and we started cleaning up the house was take the Trump sign…,@Antivarpi,Fri Aug 21 21:28:40 +0000 2020
RT @AlbertoRavell: Como "una gran ayuda" calificó una enfermera a la entrega del bono "Héroes de la salud" (VIDEO) https://t.co/3lxKrCumSN,@lucy_perdomo,Fri Aug 21 21:28:40 +0000 2020
HACE 2 AÑOS QUE NO TENGO MICROONDAS. ⁣⁣ ⁣⁣ Decidí dejar de usarlo no solo por temas ambientales (usa mucha luz<coma> en… https://t.co/WhJ22oWUZM,@retocerobasura,Fri Aug 21 21:28:40 +0000 2020
RT @VirginiaSports: Virginia Athletics COVID-19 Testing Update #5 - No new positive tests since the last update (issued August 10) - 282 to…,@tjennings1993,Fri Aug 21 21:28:40 +0000 2020
RT @davidschneider: Government<coma> July 2020: “Clap for NHS workers! We owe them everything!”  August 2020: “Screw the families of NHS workers…,@CARRIERmedia,Fri Aug 21 21:28:40 +0000 2020
RT @davidschneider: Government<coma> July 2020: “Clap for NHS workers! We owe them everything!”  August 2020: “Screw the families of NHS workers…,@NeilDance,Fri Aug 21 21:28:40 +0000 2020
RT @mbdj__: Because your community has seen an increase in COVID-19 cases<coma> it's literally right there,@RoshedoWilliams,Fri Aug 21 21:28:40 +0000 2020
RT @davidschneider: Government<coma> July 2020: “Clap for NHS workers! We owe them everything!”  August 2020: “Screw the families of NHS workers…,@justjayuk01,Fri Aug 21 21:28:40 +0000 2020
RT @tortiwakka: Ni ocio<coma> ni terraceo<coma> ni reuniones ni hostias. En España el COVID aprieta fuerte porque tenemos un mercado laboral PODRIDO…,@Chow_Business,Fri Aug 21 21:28:40 +0000 2020
RT @Raulaveiro: Cuando más difícil está la situación<coma> es cuando más hay que alejarse de la gente complicada<coma> esa que crea conflictos donde…,@patgauto,Fri Aug 21 21:28:40 +0000 2020
RT @Ch_JesusChrist: The suspension of worship services in March raised uncertainty about the weekly administering of the sacrament. Here's…,@Cameron42126017,Fri Aug 21 21:28:40 +0000 2020
RT @MinSaludVE: #SabíasQue El plasma de pacientes recuperados de COVID-19 forma parte de la batería de tratamientos para pacientes graves e…,@mejokoji69,Fri Aug 21 21:28:40 +0000 2020
RT @AdrianNormanDC: For context<coma> New York City has zero COVID deaths right now.  None.  So<coma> why don't teachers want to go back to work? 🤔,@VHolt9,Fri Aug 21 21:28:40 +0000 2020
RT @eu_leon: Cuando Fernandito Simón sale pidiendo ayuda a los influencer me recuerda a ésa azafata que pregunta nerviosa al pasaje si hay…,@TereAndreu3,Fri Aug 21 21:28:40 +0000 2020
RT @SosNinosename1: @NestorAburto Presidente Corporación SOFINI (Nuestros Hijos)<coma> Médico Psiquiatra<coma> Post Doctorado Neurociencias<coma> Perito F…,@Ramonsofo,Fri Aug 21 21:28:40 +0000 2020
Cadeia nesse pilantra  blogueiro comunista<coma> ameaçando a vida do Presidente da República.,@laubrasil2,Fri Aug 21 21:28:40 +0000 2020
RT @EricBillyFR: Mode vénère et éclairage scientifique: En pleine recrudescence des cas COVID<coma>les media (TV et écrits) nous abreuvent ces 2…,@hacklex_,Fri Aug 21 21:28:40 +0000 2020
Peor que alejarte de todos<coma> es alejarte de ti.   Salud y café ☕♥️,@VargasAngelical,Fri Aug 21 21:28:40 +0000 2020
RT @batmanihd: Aylardır ilimizde pandemi önlemlerinin yetersizliği konusunda açıklama yapan Batman Tabip Odası ve SES Batman şubesinin çağr…,@GnlZengin20,Fri Aug 21 21:28:40 +0000 2020
@lhmandetta Espero que a informação de quando será o pico da Covid-19 esteja no livro.,@Maurissone,Fri Aug 21 21:28:40 +0000 2020
RT @1506_mora: #PrevencionOportunaYEficaz,@Julieta77955042,Fri Aug 21 21:28:40 +0000 2020
RT @NTelegraph: More positive news tonight on Covid-19 in Corby<coma> Kettering<coma> Wellingborough and East Northants https://t.co/720FT9k3zl,@goatteeboy,Fri Aug 21 21:28:40 +0000 2020
RT @Marcus59770552: @DraMkc @IolarFTB @CisneNegroJMAL @gonzo_blogger Hoy vi en un ambulatorio a mayores a 35 grados esperando en la puerta<coma>…,@MariTodoclaro,Fri Aug 21 21:28:40 +0000 2020
RT @AdrianNormanDC: For context<coma> New York City has zero COVID deaths right now.  None.  So<coma> why don't teachers want to go back to work? 🤔 h…,@TotallyHuman15,Fri Aug 21 21:28:40 +0000 2020
RT @mattletiss7: Can someone explain why the amount of people in hospital with COVID-19 keeps falling (480) and deaths are in single figure…,@26354Bee,Fri Aug 21 21:28:40 +0000 2020
Africa’s COVID-19 cases surpass 1m<coma> death toll now over 26<coma>000 https://t.co/SgtGudimai,@NaijaStreetTal1,Fri Aug 21 21:28:40 +0000 2020
RT @saundees21: Let me be very clear to the Twatter Trolls asking where I work as a nurse to "report" me for speaking the truth about covid…,@WhalenMona,Fri Aug 21 21:28:40 +0000 2020
RT @Grace4NY: Nearly 1 in 5 Americans said they received medications through the mail last week -- &amp; a quarter said they experienced delay…,@lasfca,Fri Aug 21 21:28:40 +0000 2020
RT @HLGatell: El balance entre la salud y la actividad económica es un reto para toda la humanidad. Tenemos que aprender a convivir con el…,@Plialex,Fri Aug 21 21:28:41 +0000 2020
RT @saundees21: Let me be very clear to the Twatter Trolls asking where I work as a nurse to "report" me for speaking the truth about covid…,@paulza1980,Fri Aug 21 21:28:41 +0000 2020
RT @thalescmachado: São Thomé das Letras<coma> famosa cidade turística em MG (recebe até 10 mil visitantes por fds e 92% da economia vem do turi…,@MarciGottschalk,Fri Aug 21 21:28:41 +0000 2020
RT @fpachano: Lamento informar el fallecimiento por la COVID-19 de Melvin Chiquito<coma> enfermero y técnico de Ortopedia y Traumatología del Ho…,@EuridiceGuerra,Fri Aug 21 21:28:41 +0000 2020
RT @SPhilip18: IF it turns out that HCQ was intentionally withheld as a covid treatment  to effect a political agenda<coma>   should those who h…,@LyndaAtchison,Fri Aug 21 21:28:41 +0000 2020
My mom and I can rarely agree on what to watch<coma> but we both loved The Society<coma> and so did my sister. It’s one of th… https://t.co/DE2dHCq7MP,@AysiaNoelle,Fri Aug 21 21:28:41 +0000 2020
RT @EmbavenezIndia: 🎞El Pdte. @NicolasMaduro en junio hacia la propuesta al bloque ALBA-TCP para conformar un frente junto a países como Ru…,@bermudezev,Fri Aug 21 21:28:41 +0000 2020
RT @emily_habsburg: España suma tantos casos de coronavirus en dos semanas como Italia<coma> Francia<coma> Reino Unido y Alemania juntas @elmundoes h…,@AntonioUriz,Fri Aug 21 21:28:41 +0000 2020
@kathrynw5 Must be nice being employed. Some of us can't afford to pay rent<coma> bills<coma> food<coma> or childcare and there's… https://t.co/TEmIXzrbDi,@Drewm5950,Fri Aug 21 21:28:41 +0000 2020
You Can't Fix Stupid! Selfish Assholes! https://t.co/dW7JPIz57o,@sooner_okc,Fri Aug 21 21:28:41 +0000 2020
RT @niggligg: step 1: invite socially starved 18 year olds to campus  step 2: let them spread covid on campus and in dorms  step 3: blame 1…,@NathalyaReyna,Fri Aug 21 21:28:41 +0000 2020
RT @PolicyLabCHOP: Based on our COVID-Lab forecasts<coma> our experts continue to see risk for #COVID resurgence across much of the country. As…,@ChrisGawMD,Fri Aug 21 21:28:41 +0000 2020
RT @PresidencialVE: #EnVivo 📹 | “La ozonoterapia es una gran herramienta para desinfectar los espacios. Debemos hacer una inversión para po…,@Dgpgobtrujillo,Fri Aug 21 21:28:41 +0000 2020
RT @keileykaiser: I'm glad nolan cast John David Washington as the lead for Tenet its a huge step forward but I really hope his next film h…,@TrixGoings,Fri Aug 21 21:28:41 +0000 2020
ARMY ❗❗ NO DECAIGAN. SIGAMOS DANDO NEUSTRO MEJEO ESFUERZO. PERO NO SE DESCUIDEN A SÍ MISMAS/OS.  Si necesitan ir al… https://t.co/FHk71ABdnM,@autunnosoleil,Fri Aug 21 21:28:41 +0000 2020
RT @AFPespanol: #ÚLTIMAHORA Jefe de OMS califica de "asesinato" la corrupción en torno a equipamiento contra Covid-19 #AFP https://t.co/IAS…,@JeanJose77,Fri Aug 21 21:28:41 +0000 2020
RT @ezralevant: There are a grand total of 6 virus patients in all Edmonton ICUs combined right now. Across Alberta<coma> there are 70 ICU beds…,@shankarita,Fri Aug 21 21:28:41 +0000 2020
RT @fascinatorfun: Government has paid private firms £6.5BILLION during COVID crisis as services struggled | Daily Mail Online  Tussell dat…,@StIasLittleHelp,Fri Aug 21 21:28:41 +0000 2020
RT @MusicalOh: Just learned my neighbor<coma>a trump supporter<coma>passed away from Covid symptoms yesterday. His wife took down the Trump sign toda…,@josesorellana,Fri Aug 21 21:28:41 +0000 2020
RT @SundayWorldZA: https://t.co/0bTUligRLy,@OfentseMogajane,Fri Aug 21 21:28:41 +0000 2020
RT @shannonrwatts: Eight minors in Florida have died from Covid-19<coma> including a 6-year-old girl this week.   77% of America’s teachers are…,@SpicyUm,Fri Aug 21 21:28:41 +0000 2020
@elizaorlins @KarenAttiah She probably can't go to jail because it would be unfair to possibly subject her to covid… https://t.co/QkZxDMtJbm,@CaleLaqua,Fri Aug 21 21:28:41 +0000 2020
Coronavirus Australia live:  Victoria records nine Covid deaths and 179 new cases as NSW records one https://t.co/feEJxxaLKq,@fehowarth,Fri Aug 21 21:28:41 +0000 2020
RT @DannyDuncan69: This COVID shit lasting longer than a Honda Fit.,@freeman_dylan27,Fri Aug 21 21:28:41 +0000 2020
RT @RealDeniseWelch: Piers Morgan tweeting that ‘this pandemic has barely started’ is utterly disgraceful. Has he no respect for the mental…,@middlesheps,Fri Aug 21 21:28:41 +0000 2020
RT @victorgeta93: Mientras la aficion del Sevilla celebra UEFAS<coma> la ultima celebración de los loperas fue hace 4 años cuando descendió el G…,@luismitrillo,Fri Aug 21 21:28:41 +0000 2020
RT @LuisStefanelli: El presidente interino @jguaido ha asumido con clara responsabilidad dar respaldo al sector salud en estos difíciles mo…,@josefedemo,Fri Aug 21 21:28:41 +0000 2020
RT @DeanClancy: Kudos to HHS secretary Azar for removing bureaucratic red tape to get more laboratory-developed COVID tests to Americans. @…,@TomRomeo5,Fri Aug 21 21:28:41 +0000 2020
RT @niggligg: step 1: invite socially starved 18 year olds to campus  step 2: let them spread covid on campus and in dorms  step 3: blame 1…,@caitlinliberati,Fri Aug 21 21:28:41 +0000 2020
RT @folha: PF intima colunista da Folha a depor sobre texto que tratou de Bolsonaro e Covid https://t.co/cxjlKyXNXv,@fabiolafonte1,Fri Aug 21 21:28:41 +0000 2020
RT @RussDiabo: Brazil Bars Doctors Without Borders COVID-19 Help to Indigenous Villages - The New York Times https://t.co/inordsYkuE,@TheRealYoG,Fri Aug 21 21:28:41 +0000 2020
@BiomedAnonima Non c'è alcuna evidenza che la mascherina sia efficace https://t.co/MpJgO4W5oZ,@abettine,Fri Aug 21 21:28:41 +0000 2020
@Gabys66entuitt1 Graficos<coma> historia<coma> jugabilidad<coma> banda sonora<coma> contenido y duracion<coma> son  los aspectos que pienso… https://t.co/eRf5WuYCJt,@slayerfroze90,Fri Aug 21 21:28:41 +0000 2020
RT @KKeneally: Astonishing.  The Aged Care Minister @richardmcolbeck has not briefed the Cabinet about the Victorian aged care COVID-19 out…,@RochfordJ,Fri Aug 21 21:28:41 +0000 2020
RT @Lirket: La neoliberalista sexista mitómana gritona llora y le arde que los jóvenes marchen por defender su vida.  Les pide se queden en…,@Lucas89777309,Fri Aug 21 21:28:41 +0000 2020
RT @msalnacion: Autoridades de Argentina y China acordaron realizar los ensayos clínicos de Fase III de la vacuna contra COVID-19 en nuestr…,@dpr_00,Fri Aug 21 21:28:41 +0000 2020
@BancadaAPP @CesarAcunaP Precente proyecto pará todos los qué están enfrentando la pandemia todo el personal de sal… https://t.co/bsdzVPCiT4,@SanpabloCarlos,Fri Aug 21 21:28:41 +0000 2020
#DATO Los niños de más de 12 años deberían llevar mascarillas en las mismas condiciones que los adultos para luchar… https://t.co/OiYs5ZuQ9O,@InfoCOVID19__,Fri Aug 21 21:28:41 +0000 2020
RT @rivm: @joepheldoorn @KBrinkman_OLVG @GGDGHORNL Het is niet zeker of iemand een tweede keer COVID-19 kan krijgen. Er is twijfel over of…,@RPvanGaalen,Fri Aug 21 21:28:41 +0000 2020
RT @aginnt: The political goals post-COVID are now quite obvious.  “World leaders and the public must learn to manage the virus and make pe…,@g17891,Fri Aug 21 21:28:41 +0000 2020
RT @VentureScotland: ** Huge thanks ** to the @RobertsonTrust for continuing our funding for another 6 months due to the Covid-10 pandemic.…,@venture_david,Fri Aug 21 21:28:42 +0000 2020
RT @louisembrookes: @shaunattwood @simondolan Hi can anyone help with legal advice right now<coma> friend Kay Durber has been locked in a room i…,@Carol62536308,Fri Aug 21 21:28:42 +0000 2020
RT @EbalDiazHN: 1/5 Existe un reclamo genuino de la población de dónde está el dinero utilizado en esta pandemia del COVID-19. A lo cual he…,@CesarFabinRamr2,Fri Aug 21 21:28:42 +0000 2020
RT @dw_brasil: Chefe da OMS compara covid-19 com gripe espanhola<coma> que circulou no mundo entre 1918 e 1920<coma> e diz esperar que crise atual se…,@umrapazlatinoam,Fri Aug 21 21:28:42 +0000 2020
RT @foxnewsradio: Rep. Andy Biggs: Democrats And Republicans Are Using COVID and Mail-In Balloting For “Control” https://t.co/IxnM15NNLI ht…,@Bonglastrilla,Fri Aug 21 21:28:42 +0000 2020
RT @VinicioSenador: Cuando uno piensa en ese robo de 21 mil millones en medio de la pandemia<coma> piensa en las decenas de miles dominicanos po…,@Siervodejesus13,Fri Aug 21 21:28:42 +0000 2020
RT @thisisfoster: I don’t fault anyone‘s response to COVID-19 in April or even May.  But by June it was clear that this was some sort of ho…,@DavidAddiss,Fri Aug 21 21:28:42 +0000 2020
RT @IvanaTejada: El PRD le debe 6 millones de dólares a los doctores y personal del CoVid-19. Se merecen dejar de existir como partido desp…,@DoriaMarchena,Fri Aug 21 21:28:42 +0000 2020
RT @PedroOtamendi: Julio de 2020: Sanidad asegura que tiene ‘stock’ suficiente de remdesivir incluso para brotes de Covid.  21 de Agosto: S…,@imsiuluismi,Fri Aug 21 21:28:42 +0000 2020
RT @mariaroquemende: Les pido que me ayuden con un rt para la liberación de mi esposo Héctor Roque es completamente inocente está en peligr…,@AlejandroSauceN,Fri Aug 21 21:28:42 +0000 2020
RT @Jeff66923777: As I've been saying red state governors are misrepresenting Covid-19 #s especially Iowa.  Here's someone that can back th…,@zephycat229,Fri Aug 21 21:28:42 +0000 2020
@JeanineAnez Añez torcida religiosa. El gobierno anterior tenia tenia varias prioridades<coma> por ej: Pueblo-Salud<coma> Pue… https://t.co/1aPkuckiSM,@PimpinelScarlet,Fri Aug 21 21:28:42 +0000 2020
RT @nailainayat: Hanuman temple in Lyari  razed down. Hindu community says the builder took advantage of the Covid-19 lockdown to demolish…,@pankil18sbm,Fri Aug 21 21:28:42 +0000 2020
RT @ActualidadRT: El servicio de salud de la URSS acabó con las peores epidemias gracias a campañas que inspiraron al resto del mundo. Te c…,@pedrollg,Fri Aug 21 21:28:42 +0000 2020
RT @JCSantelizS: #AHORA Jornada de Desinfección de la Sede del @MinTrabajoVE  en Monagas. En nombre de las Trabajadoras y los Trabajadores…,@sinbonatracema,Fri Aug 21 21:28:42 +0000 2020
RT @piersmorgan: To everyone on here deluding themselves that Covid is ‘over’<coma> take a look at Spain’s case &amp; death rate in the past week.…,@abcde0121do1,Fri Aug 21 21:28:42 +0000 2020
RT @SeattleIndpdnt: For great reporting on science<coma> vaccines<coma> natural health<coma> and COVID nonsense<coma> follow Jennifer Margulis.,@janoucek,Fri Aug 21 21:28:42 +0000 2020
RT @bryaneward: My Dad tested positive for COVID two weeks ago<coma> last night he passed away. This disease is serious<coma> I wish more people trea…,@scarecrow1966,Fri Aug 21 21:28:42 +0000 2020
@alejovillalobos Sapo recontra malparido sea más humilde <coma> como solo se la pasa sentado calentando huevos nada más… https://t.co/VdfMDznQf4,@Andrea90890491,Fri Aug 21 21:28:42 +0000 2020
RT @AnabelAlonso_of: Ayer después de varias semanas pude ver a  mi madre y me quedé  triste<coma> tengo la sensación de que  lo que  no se ha ll…,@TeturrasRed,Fri Aug 21 21:28:42 +0000 2020
RT @niggligg: step 1: invite socially starved 18 year olds to campus  step 2: let them spread covid on campus and in dorms  step 3: blame 1…,@mykelalise,Fri Aug 21 21:28:42 +0000 2020
RT @niggligg: step 1: invite socially starved 18 year olds to campus  step 2: let them spread covid on campus and in dorms  step 3: blame 1…,@Timiboss6,Fri Aug 21 21:28:42 +0000 2020
RT @ItziarCastro: La gente aplaude que me quiera y que no me quiera suicidar con vuestros comentarios. Mi salud la controlan mis médicos. G…,@carmensr_00,Fri Aug 21 21:28:42 +0000 2020
RT @niggligg: step 1: invite socially starved 18 year olds to campus  step 2: let them spread covid on campus and in dorms  step 3: blame 1…,@zacvegan,Fri Aug 21 21:28:42 +0000 2020
RT @mcsassymd: I can’t wait to see everyone’s COVID revenge vacations,@DrJeven,Fri Aug 21 21:28:42 +0000 2020
RT @Comunicaciondo: El Presidente de la República @luisabinader y la Vicepresidenta @raquelpenavice encabezan el acto de relanzamiento del…,@eldeficit,Fri Aug 21 21:28:43 +0000 2020
RT @pdhernandezf: Ayer bombo Fica y el otro riflero q no recuerdo su nombre<coma> decían que nueva Constitución<coma> garantizará salud y educación d…,@Paty65427939,Fri Aug 21 21:28:43 +0000 2020
RT @iamAtheistGirl: the only thing that can save us from covid is science. when the government is full of people who rely on faith and deny…,@scherbi,Fri Aug 21 21:28:43 +0000 2020
RT @ezralevant: There are a grand total of 6 virus patients in all Edmonton ICUs combined right now. Across Alberta<coma> there are 70 ICU beds…,@carter94017784,Fri Aug 21 21:28:43 +0000 2020
RT @CNN: US intelligence has gathered information showing that officials in Wuhan<coma> China<coma> kept senior officials in Beijing in the dark for…,@icymi_news,Fri Aug 21 21:28:43 +0000 2020
@CatiaCilloniz @JAMA_current @JAMANetwork Lateral vs Prone  https://t.co/9fvjzbkn63,@gracehwang1970,Fri Aug 21 21:28:43 +0000 2020
This time last year<coma> we visited Ferry County in NE Washington - a region rich in natural beauty<coma> but lacking in… https://t.co/UiCnkPJVxT,@CarolAnnBrowne,Fri Aug 21 21:28:42 +0000 2020
RT @MirrorPolitics: EXCL: Michael Gove's department alone spent £50m of taxpayers’ cash on consultants and marketing during Covid-19 crisis…,@nooouch,Fri Aug 21 21:28:43 +0000 2020
RT @GuilhermeBoulos: Bolsonaro já desperdiçou R$12<coma>9 milhões destinados ao combate à Covid. Funciona assim: ele edita medidas provisórias<coma>…,@vtavaresl,Fri Aug 21 21:28:43 +0000 2020
RT @beapm19: Para mi mami paciente covid que está en hospitalizada en el razetti necesito con carácter de urgencia: midazolan<coma> roncuronio<coma>…,@MissYeral06,Fri Aug 21 21:28:43 +0000 2020
If you’re awaiting covid test results<coma> STAY HOME,@_sunbloom,Fri Aug 21 21:28:43 +0000 2020
🤔ÚLTIMA HORA: la OMS fija una fecha para el fin de la pandemia del coronavirus<coma> El organismo espera que se acabe co… https://t.co/BRRuiJgmPP,@josealo78,Fri Aug 21 21:28:43 +0000 2020
RT @ViceVenezuela: #EnVivo || Vicepdta. @drodriven2: Tenemos buenos anuncios al país<coma> alternativas de tratamiento en materia de COVID-19. C…,@Marbella3Olga,Fri Aug 21 21:28:43 +0000 2020
RT @folha: PF intima colunista da Folha a depor sobre texto que tratou de Bolsonaro e Covid https://t.co/cxjlKyXNXv,@r_cabeto,Fri Aug 21 21:28:43 +0000 2020
RT @Destructor24LaR: #LosLopezTambienRoban #MaratonDeMoches #LopezNoDiraNiPio Todos distraidos con los videos de Lozoya sabemos que son cir…,@marolo6001,Fri Aug 21 21:28:43 +0000 2020
RT @Mme_la_CPE: - jeune homme<coma> j'ai survécu à la guerre<coma> ce n'est pas pour mourir du Covid<coma> pouvez vous porter votre masque et vous éloigne…,@mirjossbom,Fri Aug 21 21:28:43 +0000 2020
RT @DWUhlfelderLaw: COVID-19 entered nearly a dozen Manatee County<coma> Florida schools during students’ first week.  Secretary of Education @r…,@CherylGallo11,Fri Aug 21 21:28:43 +0000 2020
This needs a trigger warning. Absolutely horrific<coma> read with care. Paramount we know<coma> but so shocking.… https://t.co/az2rnbmoKA,@KoparaFallsKid,Fri Aug 21 21:28:43 +0000 2020
RT @benshapiro: Last night<coma> Joe Biden promised to: 1. End covid; 2. Prevent all threats<coma> seen and unseen; 3. End racism; 4. Never give you…,@stevenjones88,Fri Aug 21 21:28:43 +0000 2020
RT @cpeedell: Quite unbelievable. Deloitte<coma> an accountancy and management consultancy firm<coma> is getting the national contract to do #COVID19…,@philildo,Fri Aug 21 21:28:43 +0000 2020
RT @villela206: A China recomendou agora? Eles só enganam quem quer ser enganado. Usam a Cloroquina desde que criaram o vírus em laboratóri…,@Tania07958022,Fri Aug 21 21:28:43 +0000 2020
Para los que necesitan "ver el virus",@ecastellvid,Fri Aug 21 21:28:43 +0000 2020
RT @niggligg: step 1: invite socially starved 18 year olds to campus  step 2: let them spread covid on campus and in dorms  step 3: blame 1…,@LishinskyZoe,Fri Aug 21 21:28:43 +0000 2020
RT @PattyMurray: Democrats want to pass legislation to ramp up COVID-19 testing &amp; contact tracing<coma> support workers<coma> students &amp; families<coma> &amp;…,@RRalstonAgile,Fri Aug 21 21:28:43 +0000 2020
RT @LigaProEC: A todos nos puede pasar<coma> no debemos bajar la guardia🙏. No perdamos a las personas que queremos por el COVID-19. Seamos #Hinc…,@jazminayon,Fri Aug 21 21:28:43 +0000 2020
RT @Presidencia_VE: Tras autorización de OFAC para uso de recursos protegidos<coma> Gobierno Legítimo informa que el lunes comenzará apertura de…,@CeciliaConcilio,Fri Aug 21 21:28:43 +0000 2020
RT @TheKateMulgrew: A message straight from Admiral Janeway (I’m pulling the big rank for this one): wear a mask! Humanity needs to take ca…,@sapiyaaaaaa,Fri Aug 21 21:28:43 +0000 2020
RT @EstefaniaSoto90: Confirmen si lo único que les preocupa de contagiarse de COVID-19 es la posibilidad de ser el transmisor del virus hac…,@FLECHAROBERT,Fri Aug 21 21:28:43 +0000 2020
RT @anubha1812: @PMOIndia @DrRPNishank @Swamy39  SURGICAL STRIKE ON COACHING INSTITUTES AND PVT SCHOOLS<coma> COLLEGES IS THE NEED OF THE HOUR…,@Kanhaiyaaagrawa,Fri Aug 21 21:28:43 +0000 2020
RT @BRATheSociety: Tadinha da Netflix gente ela é pobre não pode fazer uma segunda temporada em meio a pandemia<coma> mas é claro as populares e…,@IzabellaLatre,Fri Aug 21 21:28:43 +0000 2020
This ⬇️...how can anyone prove where they contracted COVID? I don’t understand what people are so scared about from… https://t.co/RzSCif4CIJ,@craigphil01,Fri Aug 21 21:28:43 +0000 2020
If you’d only given your constituents that same advice about the COVID-19. You called it a hoax. Why believe you no… https://t.co/8Bbd776xwY,@bugg_ray,Fri Aug 21 21:28:43 +0000 2020
RT @QualityCare_TX: While San Antonio has seen a decline in hospitalizations<coma> COVID-19 cases continue to climb in our communities. Help slo…,@catalin48716443,Fri Aug 21 21:28:43 +0000 2020
RT @DateQuiteno: Ahí les hablan: #Abdala #Bucaram<coma> #Dalo<coma> #Jacobo<coma> #Romo<coma> #Roldán<coma> #Ocles<coma> #Granda<coma> #Moreno<coma> #Lasso<coma> #Adum<coma> #Salcedo.   Viv…,@Trancefari,Fri Aug 21 21:28:43 +0000 2020
RT @o_rips: Recently Australian PM stated COVID vaccine would be mandatory  This was met with resistance he walked back his position   This…,@WallStatusRprt,Fri Aug 21 21:28:43 +0000 2020
RT @martincarrizo_: Acabo de hablar con una médica clínica que hoy a las 15 hs fue agredida en la guardia del Hospital Thompson de San Mart…,@karumar70,Fri Aug 21 21:28:43 +0000 2020
@SturgisRally And so it begins https://t.co/rReuWXcj5h,@chronicpainwar,Fri Aug 21 21:28:43 +0000 2020
RT @latimes: A family of three was headed home to Wuhan from a Mexican vacation.  But as they passed through LAX on Jan. 22<coma> the father was…,@WendyMichele48,Fri Aug 21 21:28:43 +0000 2020
RT @Mippcivzla: #EnVivo 🔴 | Pdte. @NicolasMaduro: La ozonoterapia es una gran herramienta para desinfectar los espacios. Debemos hacer una…,@Dgpgobtrujillo,Fri Aug 21 21:28:43 +0000 2020
@Facu_Bzn7 salí a cazar el covid con la cola,@LucasPerez06,Fri Aug 21 21:28:43 +0000 2020
RT @xicosa: Em breve<coma> é pau-de-arara direto<coma> se a gente continuar achando que segue tudo normal no Brasil. A polícia política está em ação,@wpz13,Fri Aug 21 21:28:43 +0000 2020
Rental cars scarce due to COVID-19 pandemic panic: There can be minimum 10-day rental requirements. And much higher… https://t.co/9TPm2cciM9,@FlanaganNJTV,Fri Aug 21 21:28:44 +0000 2020
Foram registrados 89 óbitos e 1.652 novos casos de Covid-19<coma> em Goiás<coma> nas últimas 24 horas. Enquanto a vacina cont… https://t.co/ulHiCYJsOJ,@tvbrasilcentral,Fri Aug 21 21:28:43 +0000 2020
RT @yoyotrav: Me at my first concert in 2035 when COVID finally decides to leave us alone: https://t.co/ihiDCcVpNP,@TJF_x,Fri Aug 21 21:28:44 +0000 2020
RT @martinfd78: #AtenciónPrimaria  14:00 horas<coma> terminando la jornada. Comienzo a valorar un paciente con sospecha de encefalitis por Covid…,@dd8570,Fri Aug 21 21:28:44 +0000 2020
@IAmJericho Irresponsible man. Be better Chris.,@IvanTrollskiIV,Fri Aug 21 21:28:44 +0000 2020
RT @iminhyuktae: Aver lean esto por favor. Esta bien que quieran hacer stream toda la noche y desverlarse. PERO WEON NO POR ESO VAN A DESCU…,@yoongicuteX,Fri Aug 21 21:28:44 +0000 2020
The Public now realizes that the Gov't LIES ABOUT EVERYTHING ...,@thelucky7smokes,Fri Aug 21 21:28:44 +0000 2020
RT @DevinKGlaser: Durkan will happily dance on the grave of those suffering from COVID-19.  She cut relief funding in half. Six people died…,@WillSeattle,Fri Aug 21 21:28:44 +0000 2020
RT @CDCinee: #OFICIAL 🚨 #NETFLIX Acaba de cancelar "#TheSociety y #ImNotOkayWithThis". Las segundas temporadas ya estaban confirmadas<coma> a pe…,@irinadalmau,Fri Aug 21 21:28:44 +0000 2020
RT @cherielle100: Covid-19<coma> la #Suède résiste à l’obligation du port du masque Le royaume scandinave avait déjà fait le choix de ne pas con…,@cherielle100,Fri Aug 21 21:28:44 +0000 2020
claro y las series de mierda como grey's anatomy pagan millones para tenerlas dios q bronca,@VvalenAlfonso,Fri Aug 21 21:28:44 +0000 2020
@chaz1510 @virginmedia So after being on hold for over an hour I got cut off! So yet again I'm sitting with no WiFi… https://t.co/TdWZhC0lrl,@eastbelfastgirl,Fri Aug 21 21:28:44 +0000 2020
RT @atrupar: The issue is that a pandemic continues to rage<coma> killing upward of 1<coma>000 Americans each day. Hope that helps.,@mdjacksondallas,Fri Aug 21 21:28:44 +0000 2020
RT @IndependentSage: ‘Make Covid-19 tests compulsory for students<coma> say scientists.’ The Guardian’s @David_Batty on Independent SAGE’s lates…,@simpson1608,Fri Aug 21 21:28:44 +0000 2020
RT @AshrayNarain: #ProtestAgainstExamslnCOVID #Regulatefeehike https://t.co/fjfjV20ggj,@Afreen93580469,Fri Aug 21 21:28:44 +0000 2020
RT @DonaldJTrumpJr: He takes a while to warm up. Many people take half a century to actually start doing something. Now he’s going to make…,@barbarabain9,Fri Aug 21 21:28:44 +0000 2020
